Period,Futures price (₹/kilogram),Spot price (₹/kilogram),expiration,Time_to_Maturity,Futures_theoretical,Futures_theoretical_round,Deviation,Percentage_deviation,Percentage_deviation_round,Basis,Backwardation,actual<theoretical_futures_price,,,,,,,,,,,,,
06-06-18,1213.4,1411.9,06-07-18,0.082191781,1418.879991,1418.9,-205.5,-14.48305025,-14.5,198.5,Yes,Yes,,,,,,,,,,,,,
07-06-18,1212.3,1383.8,07-07-18,0.082191781,1390.641074,1390.6,-178.3,-12.82180354,-12.8,171.5,Yes,Yes,,,,,,,,,,,,,
08-06-18,1218.4,1395.3,08-07-18,0.082191781,1402.197926,1402.2,-183.8,-13.10797318,-13.1,176.9,Yes,Yes,,,,,,,,,,,,,
09-06-18,1218.4,1395.3,09-07-18,0.082191781,1402.197926,1402.2,-183.8,-13.10797318,-13.1,176.9,Yes,Yes,,,,,,,,,,,,,
10-06-18,1218.4,1395.3,10-07-18,0.082191781,1402.197926,1402.2,-183.8,-13.10797318,-13.1,176.9,Yes,Yes,,,,,,,,,,,,,
11-06-18,1169.7,1317.3,11-07-18,0.082191781,1323.812319,1323.8,-154.1,-11.64073123,-11.6,147.6,Yes,Yes,,,,,,,,,,,,,
12-06-18,1123,1273.1,12-07-18,0.082191781,1279.393808,1279.4,-156.4,-12.22448023,-12.2,150.1,Yes,Yes,,,,,,,,,,,,,
13-06-18,1144.4,1290.1,13-07-18,0.082191781,1296.47785,1296.5,-152.1,-11.73158504,-11.7,145.7,Yes,Yes,,,,,,,,,,,,,
14-06-18,1156.6,1310.4,14-07-18,0.082191781,1316.878207,1316.9,-160.3,-12.17252639,-12.2,153.8,Yes,Yes,,,,,,,,,,,,,
15-06-18,1157.3,1316,15-07-18,0.082191781,1322.505892,1322.5,-165.2,-12.49149338,-12.5,158.7,Yes,Yes,,,,,,,,,,,,,
16-06-18,1157.3,1316,16-07-18,0.082191781,1322.505892,1322.5,-165.2,-12.49149338,-12.5,158.7,Yes,Yes,,,,,,,,,,,,,
17-06-18,1157.3,1316,17-07-18,0.082191781,1322.505892,1322.5,-165.2,-12.49149338,-12.5,158.7,Yes,Yes,,,,,,,,,,,,,
18-06-18,1147.3,1305.9,18-07-18,0.082191781,1312.355961,1312.4,-165.1,-12.5800061,-12.6,158.6,Yes,Yes,,,,,,,,,,,,,
19-06-18,1153.8,1314.4,19-07-18,0.082191781,1320.897982,1320.9,-167.1,-12.65046559,-12.7,160.6,Yes,Yes,,,,,,,,,,,,,
20-06-18,1157.2,1315.6,20-07-18,0.082191781,1322.103914,1322.1,-164.9,-12.4725815,-12.5,158.4,Yes,Yes,,,,,,,,,,,,,
21-06-18,1181.6,1349.5,21-07-18,0.082191781,1356.171505,1356.2,-174.6,-12.87420734,-12.9,167.9,Yes,Yes,,,,,,,,,,,,,
22-06-18,1147.9,1324.1,22-07-18,0.082191781,1330.645936,1330.6,-182.7,-13.73064783,-13.7,176.2,Yes,Yes,,,,,,,,,,,,,
23-06-18,1147.9,1324.1,23-07-18,0.082191781,1330.645936,1330.6,-182.7,-13.73064783,-13.7,176.2,Yes,Yes,,,,,,,,,,,,,
24-06-18,1147.9,1324.1,24-07-18,0.082191781,1330.645936,1330.6,-182.7,-13.73064783,-13.7,176.2,Yes,Yes,,,,,,,,,,,,,
25-06-18,1160,1343.7,25-07-18,0.082191781,1350.342832,1350.3,-190.3,-14.09316448,-14.1,183.7,Yes,Yes,,,,,,,,,,,,,
26-06-18,1176.5,1367.8,26-07-18,0.082191781,1374.561975,1374.6,-198.1,-14.41146515,-14.4,191.3,Yes,Yes,,,,,,,,,,,,,
27-06-18,1186.2,1369.2,27-07-18,0.082191781,1375.968896,1376,-189.8,-13.79360465,-13.8,183,Yes,Yes,,,,,,,,,,,,,
28-06-18,1185.7,1376.4,28-07-18,0.082191781,1383.20449,1383.2,-197.5,-14.27848467,-14.3,190.7,Yes,Yes,,,,,,,,,,,,,
29-06-18,1219.9,1383.9,29-07-18,0.082191781,1390.741568,1390.7,-170.8,-12.28158481,-12.3,164,Yes,Yes,,,,,,,,,,,,,
30-06-18,1219.9,1383.9,30-07-18,0.082191781,1390.741568,1390.7,-170.8,-12.28158481,-12.3,164,Yes,Yes,,,,,,,,,,,,,
01-07-18,1219.9,1383.9,31-07-18,0.082191781,1390.741568,1390.7,-170.8,-12.28158481,-12.3,164,Yes,Yes,,,,,,,,,,,,,
02-07-18,1268.2,1482.6,01-08-18,0.082191781,1489.92951,1489.9,-221.7,-14.8801933,-14.9,214.4,Yes,Yes,,,,,,,,,,,,,
03-07-18,1318.9,1540.7,02-08-18,0.082191781,1548.316738,1548.3,-229.4,-14.81625008,-14.8,221.8,Yes,Yes,,,,,,,,,,,,,
04-07-18,1304.1,1530.3,03-08-18,0.082191781,1537.865324,1537.9,-233.8,-15.20254893,-15.2,226.2,Yes,Yes,,,,,,,,,,,,,
05-07-18,1335.9,1548.8,04-08-18,0.082191781,1556.456782,1556.5,-220.6,-14.17282364,-14.2,212.9,Yes,Yes,,,,,,,,,,,,,
06-07-18,1382.7,1566,05-08-18,0.082191781,1573.741813,1573.7,-191,-12.13700197,-12.1,183.3,Yes,Yes,,,,,,,,,,,,,
07-07-18,1382.7,1566,06-08-18,0.082191781,1573.741813,1573.7,-191,-12.13700197,-12.1,183.3,Yes,Yes,,,,,,,,,,,,,
08-07-18,1382.7,1566,07-08-18,0.082191781,1573.741813,1573.7,-191,-12.13700197,-12.1,183.3,Yes,Yes,,,,,,,,,,,,,
09-07-18,1438,1721.4,08-08-18,0.082191781,1729.910062,1729.9,-291.9,-16.87380773,-16.9,283.4,Yes,Yes,,,,,,,,,,,,,
10-07-18,1462.1,1735.2,09-08-18,0.082191781,1743.778285,1743.8,-281.7,-16.1543755,-16.2,273.1,Yes,Yes,,,,,,,,,,,,,
11-07-18,1520.5,1794.7,10-08-18,0.082191781,1803.572435,1803.6,-283.1,-15.69638501,-15.7,274.2,Yes,Yes,,,,,,,,,,,,,
12-07-18,1541.9,1779.5,11-08-18,0.082191781,1788.297291,1788.3,-246.4,-13.77844881,-13.8,237.6,Yes,Yes,,,,,,,,,,,,,
13-07-18,1603.4,1859.8,12-08-18,0.082191781,1868.994269,1869,-265.6,-14.21080792,-14.2,256.4,Yes,Yes,,,,,,,,,,,,,
14-07-18,1603.4,1859.8,13-08-18,0.082191781,1868.994269,1869,-265.6,-14.21080792,-14.2,256.4,Yes,Yes,,,,,,,,,,,,,
15-07-18,1603.4,1859.8,14-08-18,0.082191781,1868.994269,1869,-265.6,-14.21080792,-14.2,256.4,Yes,Yes,,,,,,,,,,,,,
16-07-18,1539.3,1744.2,15-08-18,0.082191781,1752.822778,1752.8,-213.5,-12.18051118,-12.2,204.9,Yes,Yes,,,,,,,,,,,,,
17-07-18,1573.6,1804.7,16-08-18,0.082191781,1813.621871,1813.6,-240,-13.23334804,-13.2,231.1,Yes,Yes,,,,,,,,,,,,,
18-07-18,1511.6,1746.3,17-08-18,0.082191781,1754.93316,1754.9,-243.3,-13.86403784,-13.9,234.7,Yes,Yes,,,,,,,,,,,,,
19-07-18,1572,1811.3,18-08-18,0.082191781,1820.2545,1820.3,-248.3,-13.64060869,-13.6,239.3,Yes,Yes,,,,,,,,,,,,,
20-07-18,1579.6,1855.7,19-08-18,0.082191781,1864.873999,1864.9,-285.3,-15.29840742,-15.3,276.1,Yes,Yes,,,,,,,,,,,,,
21-07-18,1579.6,1855.7,20-08-18,0.082191781,1864.873999,1864.9,-285.3,-15.29840742,-15.3,276.1,Yes,Yes,,,,,,,,,,,,,
22-07-18,1579.6,1855.7,21-08-18,0.082191781,1864.873999,1864.9,-285.3,-15.29840742,-15.3,276.1,Yes,Yes,,,,,,,,,,,,,
23-07-18,1550.4,1788.8,22-08-18,0.082191781,1797.643267,1797.6,-247.2,-13.75166889,-13.8,238.4,Yes,Yes,,,,,,,,,,,,,
24-07-18,1504.3,1782.8,23-08-18,0.082191781,1791.613605,1791.6,-287.3,-16.03594552,-16,278.5,Yes,Yes,,,,,,,,,,,,,
25-07-18,1530.2,1803.4,24-08-18,0.082191781,1812.315445,1812.3,-282.1,-15.56585554,-15.6,273.2,Yes,Yes,,,,,,,,,,,,,
26-07-18,1559.8,1830,25-08-18,0.082191781,1839.046947,1839,-279.2,-15.18216422,-15.2,270.2,Yes,Yes,,,,,,,,,,,,,
27-07-18,1545.7,1817.4,26-08-18,0.082191781,1826.384656,1826.4,-280.7,-15.36903198,-15.4,271.7,Yes,Yes,,,,,,,,,,,,,
28-07-18,1545.7,1817.4,27-08-18,0.082191781,1826.384656,1826.4,-280.7,-15.36903198,-15.4,271.7,Yes,Yes,,,,,,,,,,,,,
29-07-18,1545.7,1817.4,28-08-18,0.082191781,1826.384656,1826.4,-280.7,-15.36903198,-15.4,271.7,Yes,Yes,,,,,,,,,,,,,
30-07-18,1483.9,1718.2,29-08-18,0.082191781,1726.694243,1726.7,-242.8,-14.0615046,-14.1,234.3,Yes,Yes,,,,,,,,,,,,,
31-07-18,1515.7,1798.3,30-08-18,0.082191781,1807.190232,1807.2,-291.5,-16.12992475,-16.1,282.6,Yes,Yes,,,,,,,,,,,,,
01-08-18,1552.7,1822.4,31-08-18,0.082191781,1831.409375,1831.4,-278.7,-15.21786611,-15.2,269.7,Yes,Yes,,,,,,,,,,,,,
02-08-18,1537.1,1781.7,01-09-18,0.082191781,1790.508167,1790.5,-253.4,-14.15247138,-14.2,244.6,Yes,Yes,,,,,,,,,,,,,
03-08-18,1545.9,1799.3,02-09-18,0.082191781,1808.195176,1808.2,-262.3,-14.5061387,-14.5,253.4,Yes,Yes,,,,,,,,,,,,,
04-08-18,1545.9,1799.3,03-09-18,0.082191781,1808.195176,1808.2,-262.3,-14.5061387,-14.5,253.4,Yes,Yes,,,,,,,,,,,,,
05-08-18,1545.9,1799.3,04-09-18,0.082191781,1808.195176,1808.2,-262.3,-14.5061387,-14.5,253.4,Yes,Yes,,,,,,,,,,,,,
06-08-18,1530.4,1794.6,05-09-18,0.082191781,1803.47194,1803.5,-273.1,-15.14277793,-15.1,264.2,Yes,Yes,,,,,,,,,,,,,
07-08-18,1551.8,1813.1,06-09-18,0.082191781,1822.063398,1822.1,-270.3,-14.83453158,-14.8,261.3,Yes,Yes,,,,,,,,,,,,,
08-08-18,1586.3,1842.4,07-09-18,0.082191781,1851.508248,1851.5,-265.2,-14.32352147,-14.3,256.1,Yes,Yes,,,,,,,,,,,,,
09-08-18,1634.9,1878.4,08-09-18,0.082191781,1887.686221,1887.7,-252.8,-13.39195847,-13.4,243.5,Yes,Yes,,,,,,,,,,,,,
10-08-18,1633.7,1889.4,09-09-18,0.082191781,1898.740602,1898.7,-265,-13.95691789,-14,255.7,Yes,Yes,,,,,,,,,,,,,
11-08-18,1633.7,1889.4,10-09-18,0.082191781,1898.740602,1898.7,-265,-13.95691789,-14,255.7,Yes,Yes,,,,,,,,,,,,,
12-08-18,1633.7,1889.4,11-09-18,0.082191781,1898.740602,1898.7,-265,-13.95691789,-14,255.7,Yes,Yes,,,,,,,,,,,,,
13-08-18,1681.3,1931.5,12-09-18,0.082191781,1941.048731,1941,-259.7,-13.37970118,-13.4,250.2,Yes,Yes,,,,,,,,,,,,,
14-08-18,1652.6,1909.7,13-09-18,0.082191781,1919.140959,1919.1,-266.5,-13.88671773,-13.9,257.1,Yes,Yes,,,,,,,,,,,,,
15-08-18,1652.6,1909.7,14-09-18,0.082191781,1919.140959,1919.1,-266.5,-13.88671773,-13.9,257.1,Yes,Yes,,,,,,,,,,,,,
16-08-18,1667.8,1894.8,15-09-18,0.082191781,1904.167298,1904.2,-236.4,-12.41466233,-12.4,227,Yes,Yes,,,,,,,,,,,,,
17-08-18,1648.8,1906,16-09-18,0.082191781,1915.422667,1915.4,-266.6,-13.9187637,-13.9,257.2,Yes,Yes,,,,,,,,,,,,,
18-08-18,1648.8,1906,17-09-18,0.082191781,1915.422667,1915.4,-266.6,-13.9187637,-13.9,257.2,Yes,Yes,,,,,,,,,,,,,
19-08-18,1648.8,1906,18-09-18,0.082191781,1915.422667,1915.4,-266.6,-13.9187637,-13.9,257.2,Yes,Yes,,,,,,,,,,,,,
20-08-18,1658.4,1913.3,19-09-18,0.082191781,1922.758756,1922.8,-264.4,-13.75078011,-13.8,254.9,Yes,Yes,,,,,,,,,,,,,
21-08-18,1666.7,1924.6,20-09-18,0.082191781,1934.11462,1934.1,-267.4,-13.82555194,-13.8,257.9,Yes,Yes,,,,,,,,,,,,,
22-08-18,1666.7,1924.6,21-09-18,0.082191781,1934.11462,1934.1,-267.4,-13.82555194,-13.8,257.9,Yes,Yes,,,,,,,,,,,,,
23-08-18,1669.8,1929.2,22-09-18,0.082191781,1938.73736,1938.7,-268.9,-13.87011915,-13.9,259.4,Yes,Yes,,,,,,,,,,,,,
24-08-18,1678.8,1937.5,23-09-18,0.082191781,1947.078393,1947.1,-268.3,-13.7794669,-13.8,258.7,Yes,Yes,,,,,,,,,,,,,
25-08-18,1678.8,1937.5,24-09-18,0.082191781,1947.078393,1947.1,-268.3,-13.7794669,-13.8,258.7,Yes,Yes,,,,,,,,,,,,,
26-08-18,1678.8,1937.5,25-09-18,0.082191781,1947.078393,1947.1,-268.3,-13.7794669,-13.8,258.7,Yes,Yes,,,,,,,,,,,,,
27-08-18,1711.4,1999.2,26-09-18,0.082191781,2009.083419,2009.1,-297.7,-14.81758001,-14.8,287.8,Yes,Yes,,,,,,,,,,,,,
28-08-18,1729.1,2012.4,27-09-18,0.082191781,2022.348675,2022.3,-293.2,-14.49834347,-14.5,283.3,Yes,Yes,,,,,,,,,,,,,
29-08-18,1771.7,2060.7,28-09-18,0.082191781,2070.887455,2070.9,-299.2,-14.44782462,-14.4,289,Yes,Yes,,,,,,,,,,,,,
30-08-18,1722.2,2037.7,29-09-18,0.082191781,2047.77375,2047.8,-325.6,-15.89999023,-15.9,315.5,Yes,Yes,,,,,,,,,,,,,
31-08-18,1756.9,2077.7,30-09-18,0.082191781,2087.971498,2088,-331.1,-15.85727969,-15.9,320.8,Yes,Yes,,,,,,,,,,,,,
01-09-18,1756.9,2077.7,01-10-18,0.082191781,2087.971498,2088,-331.1,-15.85727969,-15.9,320.8,Yes,Yes,,,,,,,,,,,,,
02-09-18,1756.9,2077.7,02-10-18,0.082191781,2087.971498,2088,-331.1,-15.85727969,-15.9,320.8,Yes,Yes,,,,,,,,,,,,,
03-09-18,1762.9,1908.8,03-10-18,0.082191781,1918.236509,1918.2,-155.3,-8.09613179,-8.1,145.9,Yes,Yes,,,,,,,,,,,,,
04-09-18,1709.8,1882.5,04-10-18,0.082191781,1891.80649,1891.8,-182,-9.62046728,-9.6,172.7,Yes,Yes,,,,,,,,,,,,,
05-09-18,1677.1,1842.6,05-10-18,0.082191781,1851.709237,1851.7,-174.6,-9.429173192,-9.4,165.5,Yes,Yes,,,,,,,,,,,,,
06-09-18,1722.6,1883.4,06-10-18,0.082191781,1892.71094,1892.7,-170.1,-8.987161198,-9,160.8,Yes,Yes,,,,,,,,,,,,,
07-09-18,1744.6,1905,07-10-18,0.082191781,1914.417723,1914.4,-169.8,-8.869619724,-8.9,160.4,Yes,Yes,,,,,,,,,,,,,
08-09-18,1744.6,1905,08-10-18,0.082191781,1914.417723,1914.4,-169.8,-8.869619724,-8.9,160.4,Yes,Yes,,,,,,,,,,,,,
09-09-18,1744.6,1905,09-10-18,0.082191781,1914.417723,1914.4,-169.8,-8.869619724,-8.9,160.4,Yes,Yes,,,,,,,,,,,,,
10-09-18,1812.5,1970.4,10-10-18,0.082191781,1980.14104,1980.1,-167.6,-8.464218979,-8.5,157.9,Yes,Yes,,,,,,,,,,,,,
11-09-18,1787.8,1916.8,11-10-18,0.082191781,1926.276059,1926.3,-138.5,-7.189949644,-7.2,129,Yes,Yes,,,,,,,,,,,,,
12-09-18,1778.9,1910.3,12-10-18,0.082191781,1919.743925,1919.7,-140.8,-7.334479346,-7.3,131.4,Yes,Yes,,,,,,,,,,,,,
13-09-18,1778.9,1910.3,13-10-18,0.082191781,1919.743925,1919.7,-140.8,-7.334479346,-7.3,131.4,Yes,Yes,,,,,,,,,,,,,
14-09-18,1721.2,1908.9,14-10-18,0.082191781,1918.337004,1918.3,-197.1,-10.27472241,-10.3,187.7,Yes,Yes,,,,,,,,,,,,,
15-09-18,1721.2,1908.9,15-10-18,0.082191781,1918.337004,1918.3,-197.1,-10.27472241,-10.3,187.7,Yes,Yes,,,,,,,,,,,,,
16-09-18,1721.2,1908.9,16-10-18,0.082191781,1918.337004,1918.3,-197.1,-10.27472241,-10.3,187.7,Yes,Yes,,,,,,,,,,,,,
17-09-18,1678.4,1832.3,17-10-18,0.082191781,1841.358317,1841.4,-163,-8.851960465,-8.9,153.9,Yes,Yes,,,,,,,,,,,,,
18-09-18,1691.7,1833.5,18-10-18,0.082191781,1842.56425,1842.6,-150.9,-8.189514816,-8.2,141.8,Yes,Yes,,,,,,,,,,,,,
19-09-18,1712.1,1903.5,19-10-18,0.082191781,1912.910308,1912.9,-200.8,-10.49715092,-10.5,191.4,Yes,Yes,,,,,,,,,,,,,
20-09-18,1712.1,1903.5,20-10-18,0.082191781,1912.910308,1912.9,-200.8,-10.49715092,-10.5,191.4,Yes,Yes,,,,,,,,,,,,,
21-09-18,1705.5,1876.2,21-10-18,0.082191781,1885.475345,1885.5,-180,-9.546539379,-9.5,170.7,Yes,Yes,,,,,,,,,,,,,
22-09-18,1705.5,1876.2,22-10-18,0.082191781,1885.475345,1885.5,-180,-9.546539379,-9.5,170.7,Yes,Yes,,,,,,,,,,,,,
23-09-18,1705.5,1876.2,23-10-18,0.082191781,1885.475345,1885.5,-180,-9.546539379,-9.5,170.7,Yes,Yes,,,,,,,,,,,,,
24-09-18,1663.4,1868.5,24-10-18,0.082191781,1877.737279,1877.7,-214.3,-11.41289876,-11.4,205.1,Yes,Yes,,,,,,,,,,,,,
25-09-18,1651.8,1861.1,25-10-18,0.082191781,1870.300695,1870.3,-218.5,-11.68261776,-11.7,209.3,Yes,Yes,,,,,,,,,,,,,
26-09-18,1612.6,1841.6,26-10-18,0.082191781,1850.704294,1850.7,-238.1,-12.86540228,-12.9,229,Yes,Yes,,,,,,,,,,,,,
27-09-18,1606.5,1835.3,27-10-18,0.082191781,1844.373148,1844.4,-237.9,-12.89850358,-12.9,228.8,Yes,Yes,,,,,,,,,,,,,
28-09-18,1641.4,1845.2,28-10-18,0.082191781,1854.322091,1854.3,-212.9,-11.48142156,-11.5,203.8,Yes,Yes,,,,,,,,,,,,,
29-09-18,1641.4,1845.2,29-10-18,0.082191781,1854.322091,1854.3,-212.9,-11.48142156,-11.5,203.8,Yes,Yes,,,,,,,,,,,,,
30-09-18,1641.4,1845.2,30-10-18,0.082191781,1854.322091,1854.3,-212.9,-11.48142156,-11.5,203.8,Yes,Yes,,,,,,,,,,,,,
01-10-18,1672.3,1864.1,31-10-18,0.082191781,1873.315526,1873.3,-201,-10.72972829,-10.7,191.8,Yes,Yes,,,,,,,,,,,,,
02-10-18,1672.3,1864.1,01-11-18,0.082191781,1873.315526,1873.3,-201,-10.72972829,-10.7,191.8,Yes,Yes,,,,,,,,,,,,,
03-10-18,1661.9,1840.4,02-11-18,0.082191781,1849.498361,1849.5,-187.6,-10.14328197,-10.1,178.5,Yes,Yes,,,,,,,,,,,,,
04-10-18,1724.1,1877.7,03-11-18,0.082191781,1886.982761,1887,-162.9,-8.632750397,-8.6,153.6,Yes,Yes,,,,,,,,,,,,,
05-10-18,1716.5,1873.6,04-11-18,0.082191781,1882.862491,1882.9,-166.4,-8.837431621,-8.8,157.1,Yes,Yes,,,,,,,,,,,,,
06-10-18,1716.5,1873.6,05-11-18,0.082191781,1882.862491,1882.9,-166.4,-8.837431621,-8.8,157.1,Yes,Yes,,,,,,,,,,,,,
07-10-18,1716.5,1873.6,06-11-18,0.082191781,1882.862491,1882.9,-166.4,-8.837431621,-8.8,157.1,Yes,Yes,,,,,,,,,,,,,
08-10-18,1703.9,1866.9,07-11-18,0.082191781,1876.129369,1876.1,-172.2,-9.178615212,-9.2,163,Yes,Yes,,,,,,,,,,,,,
09-10-18,1730.6,1879.5,08-11-18,0.082191781,1888.791659,1888.8,-158.2,-8.375688268,-8.4,148.9,Yes,Yes,,,,,,,,,,,,,
10-10-18,1734.7,1891,09-11-18,0.082191781,1900.348512,1900.3,-165.6,-8.714413514,-8.7,156.3,Yes,Yes,,,,,,,,,,,,,
11-10-18,1708.6,1853.5,10-11-18,0.082191781,1862.663123,1862.7,-154.1,-8.272937134,-8.3,144.9,Yes,Yes,,,,,,,,,,,,,
12-10-18,1688.1,1865.6,11-11-18,0.082191781,1874.822942,1874.8,-186.7,-9.958395562,-10,177.5,Yes,Yes,,,,,,,,,,,,,
13-10-18,1688.1,1865.6,12-11-18,0.082191781,1874.822942,1874.8,-186.7,-9.958395562,-10,177.5,Yes,Yes,,,,,,,,,,,,,
14-10-18,1688.1,1865.6,13-11-18,0.082191781,1874.822942,1874.8,-186.7,-9.958395562,-10,177.5,Yes,Yes,,,,,,,,,,,,,
15-10-18,1715.9,1868.8,14-11-18,0.082191781,1878.038762,1878,-162.1,-8.631522897,-8.6,152.9,Yes,Yes,,,,,,,,,,,,,
16-10-18,1708.4,1869.5,15-11-18,0.082191781,1878.742222,1878.7,-170.3,-9.064778836,-9.1,161.1,Yes,Yes,,,,,,,,,,,,,
17-10-18,1715,1865.8,16-11-18,0.082191781,1875.023931,1875,-160,-8.533333333,-8.5,150.8,Yes,Yes,,,,,,,,,,,,,
18-10-18,1715,1865.8,17-11-18,0.082191781,1875.023931,1875,-160,-8.533333333,-8.5,150.8,Yes,Yes,,,,,,,,,,,,,
19-10-18,1702.3,1856.6,18-11-18,0.082191781,1865.778449,1865.8,-163.5,-8.762997106,-8.8,154.3,Yes,Yes,,,,,,,,,,,,,
20-10-18,1702.3,1856.6,19-11-18,0.082191781,1865.778449,1865.8,-163.5,-8.762997106,-8.8,154.3,Yes,Yes,,,,,,,,,,,,,
21-10-18,1702.3,1856.6,20-11-18,0.082191781,1865.778449,1865.8,-163.5,-8.762997106,-8.8,154.3,Yes,Yes,,,,,,,,,,,,,
22-10-18,1726.5,1878.9,21-11-18,0.082191781,1888.188693,1888.2,-161.7,-8.563711471,-8.6,152.4,Yes,Yes,,,,,,,,,,,,,
23-10-18,1755.8,1881.5,22-11-18,0.082191781,1890.801547,1890.8,-135,-7.13983499,-7.1,125.7,Yes,Yes,,,,,,,,,,,,,
24-10-18,1778.1,1905.3,23-11-18,0.082191781,1914.719206,1914.7,-136.6,-7.13427691,-7.1,127.2,Yes,Yes,,,,,,,,,,,,,
25-10-18,1782.8,1929.3,24-11-18,0.082191781,1938.837855,1938.8,-156,-8.046214153,-8,146.5,Yes,Yes,,,,,,,,,,,,,
26-10-18,1780.1,1920.2,25-11-18,0.082191781,1929.692867,1929.7,-149.6,-7.752500389,-7.8,140.1,Yes,Yes,,,,,,,,,,,,,
27-10-18,1780.1,1920.2,26-11-18,0.082191781,1929.692867,1929.7,-149.6,-7.752500389,-7.8,140.1,Yes,Yes,,,,,,,,,,,,,
28-10-18,1780.1,1920.2,27-11-18,0.082191781,1929.692867,1929.7,-149.6,-7.752500389,-7.8,140.1,Yes,Yes,,,,,,,,,,,,,
29-10-18,1782.2,1944.4,28-11-18,0.082191781,1954.012505,1954,-171.8,-8.792221085,-8.8,162.2,Yes,Yes,,,,,,,,,,,,,
30-10-18,1792.4,1933.5,29-11-18,0.082191781,1943.058618,1943.1,-150.7,-7.755648191,-7.8,141.1,Yes,Yes,,,,,,,,,,,,,
31-10-18,1812,1920.8,30-11-18,0.082191781,1930.295833,1930.3,-118.3,-6.12858105,-6.1,108.8,Yes,Yes,,,,,,,,,,,,,
01-11-18,1820.2,1958,01-12-18,0.082191781,1967.679739,1967.7,-147.5,-7.496061391,-7.5,137.8,Yes,Yes,,,,,,,,,,,,,
02-11-18,1767.9,1915.1,02-12-18,0.082191781,1924.567654,1924.6,-156.7,-8.141951574,-8.1,147.2,Yes,Yes,,,,,,,,,,,,,
03-11-18,1767.9,1915.1,03-12-18,0.082191781,1924.567654,1924.6,-156.7,-8.141951574,-8.1,147.2,Yes,Yes,,,,,,,,,,,,,
04-11-18,1767.9,1915.1,04-12-18,0.082191781,1924.567654,1924.6,-156.7,-8.141951574,-8.1,147.2,Yes,Yes,,,,,,,,,,,,,
05-11-18,1741.1,1894.6,05-12-18,0.082191781,1903.966309,1904,-162.9,-8.555672269,-8.6,153.5,Yes,Yes,,,,,,,,,,,,,
06-11-18,1772.4,1911.6,06-12-18,0.082191781,1921.050352,1921.1,-148.7,-7.740357087,-7.7,139.2,Yes,Yes,,,,,,,,,,,,,
07-11-18,1761.7,1911.6,07-12-18,0.082191781,1921.050352,1921.1,-159.4,-8.297329655,-8.3,149.9,Yes,Yes,,,,,,,,,,,,,
08-11-18,1761.7,1911.6,08-12-18,0.082191781,1921.050352,1921.1,-159.4,-8.297329655,-8.3,149.9,Yes,Yes,,,,,,,,,,,,,
09-11-18,1761.8,1911.6,09-12-18,0.082191781,1921.050352,1921.1,-159.3,-8.292124304,-8.3,149.8,Yes,Yes,,,,,,,,,,,,,
10-11-18,1761.8,1911.6,10-12-18,0.082191781,1921.050352,1921.1,-159.3,-8.292124304,-8.3,149.8,Yes,Yes,,,,,,,,,,,,,
11-11-18,1761.8,1911.6,11-12-18,0.082191781,1921.050352,1921.1,-159.3,-8.292124304,-8.3,149.8,Yes,Yes,,,,,,,,,,,,,
12-11-18,1808.4,1952.6,12-12-18,0.082191781,1962.253043,1962.3,-153.9,-7.842837487,-7.8,144.2,Yes,Yes,,,,,,,,,,,,,
13-11-18,1818.5,1944.5,13-12-18,0.082191781,1954.112999,1954.1,-135.6,-6.939255923,-6.9,126,Yes,Yes,,,,,,,,,,,,,
14-11-18,1797.5,1936.8,14-12-18,0.082191781,1946.374932,1946.4,-148.9,-7.650020551,-7.7,139.3,Yes,Yes,,,,,,,,,,,,,
15-11-18,1804.7,1950.9,15-12-18,0.082191781,1960.544638,1960.5,-155.8,-7.946952308,-7.9,146.2,Yes,Yes,,,,,,,,,,,,,
16-11-18,1796.4,1938.6,16-12-18,0.082191781,1948.183831,1948.2,-151.8,-7.791807823,-7.8,142.2,Yes,Yes,,,,,,,,,,,,,
17-11-18,1796.4,1938.6,17-12-18,0.082191781,1948.183831,1948.2,-151.8,-7.791807823,-7.8,142.2,Yes,Yes,,,,,,,,,,,,,
18-11-18,1796.4,1938.6,18-12-18,0.082191781,1948.183831,1948.2,-151.8,-7.791807823,-7.8,142.2,Yes,Yes,,,,,,,,,,,,,
19-11-18,1724.6,1879.8,19-12-18,0.082191781,1889.093142,1889.1,-164.5,-8.707850299,-8.7,155.2,Yes,Yes,,,,,,,,,,,,,
20-11-18,1655.7,1819.4,20-12-18,0.082191781,1828.394544,1828.4,-172.7,-9.445416758,-9.4,163.7,Yes,Yes,,,,,,,,,,,,,
21-11-18,1641.9,1819.9,21-12-18,0.082191781,1828.897016,1828.9,-187,-10.22472524,-10.2,178,Yes,Yes,,,,,,,,,,,,,
22-11-18,1668.4,1841.4,22-12-18,0.082191781,1850.503305,1850.5,-182.1,-9.840583626,-9.8,173,Yes,Yes,,,,,,,,,,,,,
23-11-18,1668.4,1841.4,23-12-18,0.082191781,1850.503305,1850.5,-182.1,-9.840583626,-9.8,173,Yes,Yes,,,,,,,,,,,,,
24-11-18,1668.4,1841.4,24-12-18,0.082191781,1850.503305,1850.5,-182.1,-9.840583626,-9.8,173,Yes,Yes,,,,,,,,,,,,,
25-11-18,1668.4,1841.4,25-12-18,0.082191781,1850.503305,1850.5,-182.1,-9.840583626,-9.8,173,Yes,Yes,,,,,,,,,,,,,
